Date Published,Overall Rating,Passenger Country,Trip Verified,Review Title,Review,Type Of Traveller,Seat Type,Origin,Destination,Layover,Date Flown,Seat Comfort,Cabin Staff Service,Ground Service,Value For Money,Recommended,Food & Beverages,Inflight Entertainment,Wifi & Connectivity,Aircraft
2019-07-06,3,Taiwan,Trip Verified,"""I got only one meal served""","Male to Kuala Lumpur. This is a red eye flight, so you want to sleep after boarding. however the seat is very crowded. I booked a value pack and purchased another vegetarian meal for my mother. So I should get two meals totally. However I got only one meal served. They have killed their customer telephone number and I got no any reply even I left message on facebook twice and filled up a refund form online.",Family Leisure,Economy Class,Male,Kuala Lumpur,,June 2019,1.0,2.0,4.0,3,no,2.0,,,A320
2019-07-05,1,Malaysia,Trip Verified,"""check in close 1 hour before""",Kuala Lumpur to Penang. Book 1st flight 5.25am for 2 person because very cheap at less than RM100. Arrived at check in kiosk 4.30am. Counter informed check in close 1 hour before flight. So no choice bought the following flight as the next flight closing in 20 minutes. Whopping 280 per person and for 2 person 560 plus. No choice paid as need to meet appointment. Boarding pass handed only notice hot seat. No wonder so expensive. I was not told whether normal seat available or not. Very costly in the end.,Family Leisure,Economy Class,Kuala Lumpur,Penang,,July 2019,2.0,2.0,2.0,1,no,,,,
2019-07-04,1,Singapore,Trip Verified,"""waiting for their follow up""","Singapore to Jakarta. My flight to Jakarta was delayed, AirAsia sent me an email saying that i have an option to get a refund. And when I follow the steps as stated in the email to request for refund from their website, there's no refund option. There's no email address either. There's only a livebot, which is useless as it only has standard answers. I wrote a complain and they only say they will send to relevant department to handle. I am now waiting for their follow up.",Business,Economy Class,Singapore,Jakarta,,June 2019,1.0,,1.0,1,no,,,,
2019-06-28,1,United Kingdom,Trip Verified,"""Worst service I have ever experienced""","Phuket to Chiang Mai with AirAsia. Worst service I have ever experienced on an aircraft. I'm 6'4"" tall and literally could not sit in my seat without physically bruising my knees as the legroom is that short. I stood for entire flight apart from when seatbelt signs were on and came away with bad bruising to both my knees. Despite there being 11 extra legroom seats available the cabin crew would not let me sit there (even for extra payment that I offered) but instead just smiled at me as I stood. I showed then the damage the seat had done to my knees after take off and they just did not care. I watched them throw a lady out of the extra legroom seat who was trying to breastfeed a baby, this is how uncaring they are. On making a subsequent complaint I received a totally inadequate reply from them. If you are over 5'8"" do not use. I am now looking at taking legal action for my injuries and suffering as only way I can see these airlines learning.",Business,Economy Class,Phuket,Chiang Mai,,June 2019,1.0,1.0,1.0,1,no,,1.0,1.0,
2019-06-25,1,Malaysia,Trip Verified,"""90.10MYR for 15kg baggage """,Kuala Lumpur to Johor Bahru. I bought the ticket online for 75MYR including checked baggage of 20 kg when I reached the airport they charged me 90.10MYR for 15kg baggage which is the only baggage I have because I didn't check in 4 hours before the flight. The flight got delayed 1 hour. They destroyed my bag.,Solo Leisure,Economy Class,Kuala Lumpur,Johor Bahru,,June 2019,2.0,2.0,1.0,1,no,,,,
2019-06-25,2,Laos,Trip Verified,"""Absolutely no leg room""","Krabi to Bangkok. I'm 6' (1.8 meters) tall and my knees were touching the back of the seat. Absolutely no leg room. The only reason we took AirAsia is because we wanted to arrive at Don Meuang Airport. AirAsia prices are almost never as good as they sound. By the time one adds luggage fees, choosing a seat fee, credit card fee and other fees, the prices generally are not much cheaper than other airlines.",Family Leisure,Economy Class,Krabi,Bangkok,,June 2019,1.0,2.0,3.0,2,no,1.0,,,
2019-06-22,1,Italy,Trip Verified,"""I had issues in booking""","Cebu to Manila. Customer Service useless. I had issues in booking, basically I have earned many Big Points along the years plus I had Credit Account Balance to get some discount during bookings. I have tried during different bookings to apply the credit I had with AirAsia but neither the Big Points or the Credit Account ever worked, I applied them but they magically disappeared whenever I click the magic button ""pay"" and the full amount has always been charged to my bank account. I have complained a couple of times but the only answer those ""customer service representative"" give is some template answer saying that they are sorry bla bla bla and my points are still there to redeem. This is ridiculous and disappointing, never had such a bad customer service being a Gold member as they call me.",Business,Economy Class,Cebu,Manila,,June 2019,2.0,3.0,2.0,3,no,,,,
2019-06-20,1,United States,Trip Verified,"""luggage fees are outrageous""",Lombok to Kuala Lumpur. The luggage fees are outrageous. Airport security tell us we can’t take a tripod. The baggage people should be aware of what we can not take with us.  Will never be flying this airline again.,Couple Leisure,Economy Class,Lombok,Kuala Lumpur,,June 2019,,,1.0,1,no,,,,
2019-06-15,1,France,Trip Verified,"""do not travel with Air Asia""","If you're a person with a disability, do not travel with Air Asia from Don Mueang Airport. You will have to climb the stairs to get on the plane. Even if you pay 600 Thai bahts for the wheelchair service, this stops at the departure gate! A family member or friend can do it. I guess they don't want to pay for direct access to their aircraft? Of course the bus does not stop at the edge of the platform, you'll have to get down a high step and then get on the bus, one more step. Then get off the bus, one more step and a nice stair is waiting for you and your disability! In fact, Air Asia has changed its slogan: ""Now the disabled can walk"" And Don Mueang airport is changing its name, it is now the Sanctuary of Our Lady of Lourdes Airport! The place where miracles happen, in this case, it's a paid miracle, a miracle that will never happen.",Couple Leisure,Premium Economy,Bangkok Don Muang,Penang,,June 2019,2.0,2.0,1.0,1,no,2.0,1.0,1.0,
2019-06-12,1,India,Trip Verified,"""be skipping this airline""","Wanted to order a coke can called the flight attendant saying excuse me thrice. On the third try the guy showed me his hand to wait.  I'll be skipping this airline due to the attitude of a flight attendant. As a low-cost airline no tv, no free food and the baggage allowance can't go more than 20 kg for which you have to pay too. The least they could do was to provide a good customer service.",Family Leisure,Economy Class,Kuala Lumpur,Bali,,June 2019,1.0,1.0,1.0,1,no,,,,
2019-06-10,7,Indonesia,Not Verified,"""attendants friendly and very helpful""","Jakarta to Bali. So happy to see AirAsia finally use paper box for their food. I hope they will provide reusable spoon and forks instead of plastic soon. I had Pak Nasser Nasi Lemak, the taste has changed, the chicken tasted more like curry. Taste good, just was not what I was hoping for. Flight attendants was friendly and very helpful.",Family Leisure,Economy Class,Jakarta,Bali,,June 2019,4.0,5.0,5.0,3,yes,4.0,,,
2019-06-10,3,Netherlands,Trip Verified,"""food you need to pay for it""","Lombok to Guangzou via Kuala Lumpur. Not able to link my luggage through for my total flight, as it is a low cost airline. During the flight the intercom was only quiet for about 10 minutes. A constant voice making it impossible to sleep/relax. If you want food you needed to pay for it, although it wasn't possible with credit card. By far the worst experience I've had with an Asian airline.",Solo Leisure,Economy Class,Lombok,Guangzou,Kuala Lumpur,June 2019,4.0,2.0,2.0,2,no,1.0,1.0,1.0,
2019-05-28,10,United Kingdom,Trip Verified,"""exceeds my expectations""",Hong Kong to Bali via Bangkok. AirAsia exceeds my expectations the staff are some of the friendliest and helpful staff I’ve ever met on a budget airline! Everything I here negative about the company doesn’t make sense I’ve been travelling now for 6 months around south east Asia and every month I use them at least 1-2 times maybe more! They are an incredible airline!,Solo Leisure,Economy Class,Hong Kong,Bali,Bangkok,May 2019,5.0,5.0,5.0,5,yes,5.0,,,
2019-05-27,10,India,Trip Verified,"""focussed and guest centric""","27th May 2019 Air Asia Flight I5 1582, between Bengaluru to Hyderabad. Impressed with the energy of Inflight Crew. So focussed and guest centric. Smiling and well groomed. Special thanx to Lakshman to offer his meal. Short of cash.",Business,Economy Class,Bengaluru,Hyderabad,,May 2019,5.0,5.0,5.0,5,yes,5.0,,,A320
2019-05-27,7,France,Trip Verified,"""I wouldn't complain much""",Short 1h20 flight from Kuala Lumpur to Phuket departed and arrived on time. I wouldn't complain much here as the fare was very low ($30 USD) but the seats are not very comfortable (for a short flight I guess it's fine). No entertainment system. The cabin crew was ok. The only drawback for this flight really was the extremely strong AC: bring a down jacket!,Family Leisure,Economy Class,Kuala Lumpur,Phuket,,May 2019,2.0,3.0,3.0,4,yes,2.0,1.0,,A320
