Airline,Review ID,Date Published,Overall Rating,Passenger Country,Trip Verified,Review Title,Review,Type Of Traveller,Seat Type,Origin,Destination,Layover,Date Flown,Seat Comfort,Cabin Staff Service,Food & Beverages,Ground Service,Value For Money,Recommended,Inflight Entertainment,Wifi & Connectivity,Aircraft
indigo-airlines,584779,2018-06-19,9,India,Trip Verified,"""full marks for their service""","Bhubaneswar to Mumbai via Hyderabad. As usual, full marks for their service in the aircraft. From check-in to the boarding (although flight was delayed due to bad weather in Bhubaneswar), they also gave constant updates about the status of the plane's arrival also. Otherwise, no complaints at all about their service .",Solo Leisure,Economy Class,Bhubaneswar,Mumbai,Hyderabad,May 2018,4.0,5.0,5.0,5.0,5,yes,,,A320
indigo-airlines,579153,2018-05-26,1,United States,Trip Verified,"""disorganized and inefficient""","Dehradun to Pune via Delhi. Most disorganized and inefficient airline I have ever travelled with. Multiple delays, standing in line for over 8+ hours and talking with customer service on the phone for 5+ hours with no help at all. Do not fly with this airline.",Solo Leisure,Economy Class,Dehradun,Pune,Delhi,May 2018,2.0,2.0,2.0,1.0,1,no,1.0,,
indigo-airlines,578002,2018-05-20,1,India,Trip Verified,"""an excess baggage of 5kg""","Doha to Kochi. The check in staff were unprofessional and impolite. I had an excess baggage of 5kg which I took back and repacked without any hesitation, Yet they behaved as if I was handling drugs. I took back only one baggage to repack, leaving the other to them to check in. Coming back after repacking which is a struggle at the airport , these check in staff kept yelling why I kept the bag there.",Solo Leisure,Economy Class,Doha,Kochi,,May 2018,2.0,3.0,,1.0,3,no,,,A320
indigo-airlines,570811,2018-05-16,9,India,Trip Verified,"""a value for money indeed""","Bhubaneshwar to Mumbai. IndiGo, being a low-cost no-frills airline is a value for money indeed. Although their in-flight menu is bit expensive, one can bring their food from home also, which also save some money. From ground handling to the crews' services, it was an excellent service. The students fare scheme is a boon indeed. Being a student, I always prefer this airlines as they offer not only 6% basic fare discount but also 10 kg free baggage allowance. I also prefer this airlines as they are the most punctual airlines. Looking forward to travel on IndiGo.",Solo Leisure,Economy Class,Bhubaneshwar,Mumbai,,January 2018,4.0,5.0,,5.0,5,yes,,,A320
indigo-airlines,570118,2018-05-14,10,India,Trip Verified,"""happy with this sweet gestue""",Me and my wife were travelling to Bangalore from Goa on 8th May 6E 281. The check-in agent noticed my wife is pregnant and was very helpful. She changed us to more comfortable seats and offered to check-in our carry on luggage. We are very happy with this sweet gesture and is much appreciated.,Family Leisure,Economy Class,Goa,Bengaluru,,March 2018,5.0,5.0,,5.0,5,yes,,,
indigo-airlines,569553,2018-05-12,10,India,Trip Verified,"""such caring staff""",Flew Coimbatore to Delhi. First of all thank you IndiGo for such caring staff. My daughter met with an accident and her left arm was affected. She had treatment from Ganga medical center Coimbatore. She was carrying an extension rod attached to her arm. We had three tickets but of different nos. The air hostess took proper care with arranging front seats for us. She made her relax throughout the journey.,Family Leisure,Economy Class,Coimbatore,Delhi,,April 2018,5.0,5.0,5.0,5.0,5,no,5.0,5.0,
indigo-airlines,569545,2018-05-11,10,India,Trip Verified,"""such a caring staff.""",Coimbatore to Delhi. First of all thank you for such a caring staff. My daughter met with an accident and her left arm was affected.  She was carrying extension rod attached to her arm. We were having three tickets but of different nos. Air hostess took proper care for arranging front seats for us. She helped her relax throughout the journey.,Family Leisure,Economy Class,Coimbatore,Delhi,,April 2018,5.0,5.0,,5.0,5,no,,,
indigo-airlines,567497,2018-05-02,10,India,Trip Verified,"""she was excellent""",Delhi to Bangalore. I was traveling with someone who was visually impaired. And when I reached the check in the girl on the other side was helpful to provide us with assistance.  She was excellent. She took good care of the specially enabled person with me and ensued that we were made to sit on the plane. Not only this she also helped so many passengers with all their queries. Keep it up and god bless you.,Family Leisure,Economy Class,Delhi,Bangalore,,May 2018,2.0,3.0,2.0,5.0,2,yes,,,
indigo-airlines,566482,2018-04-27,1,India,Trip Verified,"""Please improve your service""",Mumbai to Raipur. The fare for extra luggage is too high. No food is provided during travelling. I don’t think it’s worth paying 6000 for each flight and not getting any facilities.  Please improve your service.,Solo Leisure,Economy Class,Mumbai,Raipur,,April 2018,2.0,4.0,1.0,1.0,1,no,,,
indigo-airlines,566328,2018-04-27,2,United States,Trip Verified,"""Lack of flexibility""","I travel with Indigo a lot and about half the time I regret it. They have all sorts of arbitrary rules that don't affect their ability to do their job but do affect your flight experience. For example, a few times I've arrived to my flight early due to a changing work schedule in time to take their previous flight going the same way on the same day. Every time they refuse despite having plenty of space - apparently they cannot tolerate changing my flight despite the fact that it would save me 4 hours of being away from my family and cost them nothing. Today they made me check my carry on because it was 8kg and over their limit of 7kg. Why do they care if that 8kg is carried in my hand or under the plane? Lack of flexibility and customer orientation on this airline is consistently staggeringly bad. And it really irritates my sense of efficiency and reasonableness.",Business,Economy Class,Visakhapatnam,Delhi,,April 2018,1.0,4.0,1.0,1.0,2,no,1.0,1.0,
indigo-airlines,564018,2018-04-16,2,India,Trip Verified,"""delayed by more than 5 hours""","Kochi to Hyderabad via Mumbai. I earlier travelled to cochin, it was delayed by 1.3 hours. This time they directly rescheduled my travel. I was supposed to travel from Cochin to Hyderabad via Chennai. But they had rerouted me to Mumbai then to Hyderabad. Before rescheduling directly they should have given me options of cancellation or showing next available flight options. I got delayed by more than 5 hours. Who would want to suffer without sleep for purely airlines mistake?  When i ask for compensation they  say you should have called before starting your travel.",Family Leisure,Economy Class,Kochi,Hyderabad,Mumbai,April 2018,3.0,1.0,,2.0,2,no,,,A320
indigo-airlines,563030,2018-04-12,2,Indonesia,Trip Verified,"""poor quality of ground staff""",Bangalore to Singapore. Horrible experience with check in staff at Bangalore. We had an onward flight from Singapore to Jakarta on Singapore Airlines. The check in staff refused to check us in saying we did not have Singapore visas. We explained that we were transiting at Singapore so did not need a visa. They refused to accept. I explained that at Singapore it is possible to freely transfer between terminals T2 & T3 without needing to pass Immigration. They refused to agree and insisted we required a Singapore visa. After much discussion they allowed us to board after they realized we possessed valid US & other visas. Wereached Singapore and there is no requirement to pass Immigration. Imagine if we did not possess other visas- would we have not been allowed to travel. Sad to see the poor quality of ground staff at Indigo.,Business,Economy Class,Bangalore,Singapore,,April 2018,3.0,3.0,,1.0,4,no,,,
